Time,Sensor 1,Sensor 10,Sensor 6,Sensor 7,Sensor 4,Sensor 2,Sensor 5,Sensor 3,Sensor 8,Sensor 11
2024-02-24 17:45:17,1.62575,2.271,1.234563,0.8386870000000001,1.3991875,0.961625,0.935063,0.891312,2.505375,1.91488
2024-02-24 17:46:26,1.56275,2.271,1.234563,0.776687,1.3991875,0.961625,0.935063,0.891312,2.442375,1.91488
2024-02-24 17:47:34,1.56275,2.396,1.234563,0.7136870000000001,1.2741875,0.898625,0.872063,0.8283119999999999,2.505375,1.91488
2024-02-24 17:48:42,1.56275,2.3329999999999997,1.109563,0.651687,1.2111875,0.836625,0.810063,0.766312,2.442375,1.8518799999999997
2024-02-24 17:49:50,1.43775,2.2079999999999997,1.047563,0.5886870000000001,1.1491875,0.711625,0.747063,0.641312,2.317375,1.78988
2024-02-24 17:50:58,1.37575,2.2079999999999997,0.9845630000000001,0.463687,1.0241875,0.648625,0.747063,0.5783119999999999,2.255375,1.66488
2024-02-24 17:52:06,1.31275,2.146,0.9845630000000001,0.401687,1.0241875,0.648625,0.747063,0.5783119999999999,2.255375,1.66488
2024-02-24 17:53:15,1.25075,2.2079999999999997,0.8595630000000001,0.276687,1.0241875,0.523625,0.49706300000000003,0.454312,2.130375,1.60188
2024-02-24 17:54:23,1.25075,2.2079999999999997,0.8595630000000001,0.213687,0.8991875,0.523625,0.49706300000000003,0.454312,2.130375,1.60188
2024-02-24 17:55:31,1.31275,2.146,0.922563,0.338687,0.8991875,0.523625,0.49706300000000003,0.454312,2.255375,1.66488
2024-02-24 17:56:39,1.31275,2.146,0.922563,0.213687,0.8991875,0.586625,0.560063,0.516312,2.192375,1.53988
2024-02-24 17:57:48,1.25075,2.146,0.922563,0.213687,0.8991875,0.523625,0.560063,0.516312,2.192375,1.53988
2024-02-24 17:58:56,1.18775,2.021,0.797563,0.213687,0.8361875000000001,0.461625,0.37206300000000003,0.391312,2.067375,1.53988
2024-02-24 18:00:04,1.12575,2.021,0.7345630000000001,0.026687,0.8361875000000001,0.398625,0.37206300000000003,0.329312,2.005375,1.41488
2024-02-24 18:01:12,1.06275,1.9579999999999997,0.672563,-0.035313,0.7111875000000001,0.336625,0.247063,0.204312,2.005375,1.35188
2024-02-24 18:02:20,1.00075,1.896,0.6095630000000001,-0.160313,0.6491875,0.273625,0.185063,0.204312,1.880375,1.35188
